trade_date,open,high,low,close,vol,amount,adj_factor
20241230,96.6,100.53,96.0,99.29,906573.04,8950494.606,1.0
20241231,99.0,99.58,94.59,94.62,878237.97,8446753.613,1.0
20250102,93.81,95.09,88.5,89.96,849710.56,7762894.946,1.0
20250103,90.1,91.13,87.53,88.31,612889.81,5452105.981,1.0
20250106,88.84,89.6,85.72,86.94,438313.08,3822056.709,1.0
20250107,87.1,90.75,86.0,90.6,672147.96,5939309.425,1.0
20250108,88.88,91.28,85.99,88.82,687907.3,6092441.316,1.0
20250109,88.4,93.33,88.1,91.32,724164.51,6635272.045,1.0
20250110,90.85,96.68,90.85,93.18,899889.28,8521652.352,1.0
20250113,91.0,95.86,89.88,95.02,680256.4,6365470.803,1.0
20250114,96.95,99.58,94.45,98.77,928881.06,9014169.473,1.0
20250115,97.5,102.29,97.3,99.55,776592.34,7724457.763,1.0
20250116,102.18,104.46,96.6,96.6,1034774.65,10410150.423,1.0
20250117,96.51,104.77,96.51,102.7,1094032.28,11038758.102,1.0
20250120,102.98,103.0,100.3,101.05,596672.59,6056075.424,1.0
20250121,101.5,104.35,101.1,101.84,744353.0,7645379.056,1.0
20250122,101.3,103.22,99.5,100.24,616412.41,6226701.936,1.0
20250123,102.8,103.87,96.7,96.84,868505.78,8670498.047,1.0
20250124,97.16,98.62,96.77,97.85,471982.75,4612028.434,1.0
20250127,98.38,98.39,93.9,93.94,528445.72,5033311.481,1.0
20250205,100.16,102.84,99.44,101.37,977567.8,9875682.59,1.0
20250206,100.11,106.43,99.66,104.43,893969.81,9242630.081,1.0
20250207,104.42,105.27,100.08,102.53,932540.65,9611209.774,1.0
20250210,102.8,104.52,101.01,103.85,668563.05,6877245.115,1.0
20250211,103.6,103.7,100.36,100.86,544489.9,5526964.3,1.0
20250212,101.5,104.44,99.41,104.32,975860.05,9960164.598,1.0
20250213,104.77,104.96,100.89,101.11,690646.29,7105289.382,1.0
20250214,99.96,100.87,98.16,99.08,567135.36,5617455.817,1.0
20250217,99.3,102.45,99.3,101.0,580941.81,5858537.822,1.0
20250218,101.01,101.27,98.17,98.28,505462.12,5026979.643,1.0
20250219,97.95,102.58,97.91,101.94,700746.53,7091961.138,1.0
20250220,101.0,101.4,98.88,99.21,564939.94,5622534.305,1.0
20250221,99.6,105.92,99.6,103.98,1233867.61,12714952.875,1.0
20250224,103.0,106.86,102.0,103.4,747225.39,7780805.439,1.0
20250225,100.88,103.94,100.11,101.28,711722.36,7229312.776,1.0
20250226,102.86,105.5,100.06,104.0,889910.6,9162003.662,1.0
20250227,103.13,105.21,100.44,102.44,697907.87,7142716.345,1.0
20250228,101.0,101.59,97.67,97.79,678408.23,6732922.355,1.0
20250303,96.99,98.1,95.18,96.0,498787.42,4816533.325,1.0
20250304,95.0,99.07,94.61,97.28,444694.12,4308124.36,1.0
20250305,97.3,98.2,96.16,97.57,350972.89,3414276.471,1.0
20250306,98.85,100.3,98.37,98.66,567567.28,5642824.934,1.0
20250307,97.6,98.55,96.52,96.88,393986.5,3840947.517,1.0
20250310,96.39,97.29,95.01,95.66,384518.69,3684030.338,1.0
20250311,94.0,96.32,93.8,96.12,306263.03,2922193.664,1.0
20250312,96.5,97.05,95.71,95.9,286390.1,2756820.884,1.0
20250313,95.39,96.08,92.1,92.98,442010.76,4139197.753,1.0
20250314,92.98,95.61,92.5,94.81,401376.22,3790992.802,1.0
20250317,94.89,94.91,93.16,93.37,312051.81,2922593.146,1.0
20250318,93.99,95.8,93.9,94.1,298666.34,2825272.135,1.0
20250319,93.9,94.57,93.5,93.75,233190.47,2190220.313,1.0
20250320,93.8,94.29,93.0,93.27,272040.01,2542075.786,1.0
20250321,92.98,92.98,90.9,91.2,365399.14,3348039.981,1.0
20250324,91.5,91.68,89.81,91.45,296544.78,2690474.664,1.0
20250325,91.45,91.45,89.25,89.87,283381.61,2552615.281,1.0
20250326,90.2,91.2,89.82,90.0,194908.35,1763593.743,1.0
20250327,90.0,93.78,89.37,92.47,457297.26,4202025.652,1.0
20250328,91.54,92.48,90.35,90.4,274408.78,2503225.495,1.0
20250331,90.39,91.7,88.36,89.33,268204.55,2401106.877,1.0
20250401,89.5,89.75,86.19,86.5,411913.28,3614591.67,1.0
20250402,86.38,87.45,85.72,86.85,240566.9,2082847.48,1.0
20250403,85.97,89.2,85.9,88.09,302773.66,2662731.07,1.0
20250407,84.5,86.88,77.8,84.0,853684.49,7116307.894,1.0
20250408,84.0,85.88,83.0,85.0,538169.47,4544056.102,1.0
